dataset,method,beta_scale,ratio,mean,std
Photo,Degree,1.5,0.05,0.967427173474072,0.005899371393079119
Photo,Degree,1.5,0.1,0.9690817883355212,0.005854238065082235
Photo,Degree,2.0,0.01,0.9506681756853446,0.006244210512260709
Photo,Degree,2.0,0.05,0.985307082789971,0.0025113893030777232
Photo,Degree,2.0,0.1,0.9871411783454336,0.0023708384330268176
Photo,Degree_Adaptive,0.8,0.01,0.43683089942749476,0.04564270190225598
Photo,Degree_Adaptive,0.8,0.05,0.47707374455423324,0.046045108102414196
Photo,Degree_Adaptive,0.8,0.1,0.47108287739637184,0.04835092504708981
Photo,Degree_Adaptive,0.9,0.01,0.6014535684202219,0.050495027707021606
Photo,Degree_Adaptive,0.9,0.05,0.6398107315463626,0.047207669608513504
Photo,Degree_Adaptive,0.9,0.1,0.6380485864949864,0.04779861947822372
Photo,Degree_Adaptive,1.0,0.01,0.7518110621466885,0.03178393822804784
Photo,Degree_Adaptive,1.0,0.05,0.7801983619068372,0.029304758813024592
Photo,Degree_Adaptive,1.0,0.1,0.7824709853756465,0.03009402450482787
Photo,Degree_Adaptive,1.1,0.01,0.8484382114533172,0.021873271201998248
Photo,Degree_Adaptive,1.1,0.05,0.8731668671425817,0.021098309187387306
Photo,Degree_Adaptive,1.1,0.1,0.8748884304689419,0.020745980127968452
Photo,Degree_Adaptive,1.2,0.01,0.8993285375983847,0.012394923858571194
Photo,Degree_Adaptive,1.2,0.05,0.918550643538703,0.012464585980507103
Photo,Degree_Adaptive,1.2,0.1,0.9210329069045533,0.011928766950891533
Photo,Degree_Adaptive,1.5,0.01,0.9483617773264514,0.008829293465503082
Photo,Degree_Adaptive,1.5,0.05,0.9673451563156398,0.0059480146655033405
Photo,Degree_Adaptive,1.5,0.1,0.9691848312384239,0.0057902417083867275
Photo,Degree_Adaptive,2.0,0.01,0.9515672498308148,0.006771133064253857
Photo,Degree_Adaptive,2.0,0.05,0.9851415531221097,0.0024773913842346075
Photo,Degree_Adaptive,2.0,0.1,0.9871104860633626,0.0023228643418347367
Photo,Ours,0.8,0.01,0.005129387526880841,0.05252209587642418
Photo,Ours,0.8,0.05,0.04174628422581135,0.06008915227318437
Photo,Ours,0.8,0.1,0.1234424069996293,0.03962716012085162
Photo,Ours,0.9,0.01,0.016648937500101147,0.045557958232574906
Photo,Ours,0.9,0.05,0.10701617735155207,0.07002432602916674
Photo,Ours,0.9,0.1,0.26268238683063755,0.059439918852087194
Photo,Ours,1.0,0.01,0.0018643409222257406,0.07051606205383533
Photo,Ours,1.0,0.05,0.11693978354602522,0.07353084595377922
Photo,Ours,1.0,0.1,0.3787524818555225,0.048946798248678536
Photo,Ours,1.1,0.01,-0.014351686531833486,0.030937251154997902
Photo,Ours,1.1,0.05,0.1496219862714645,0.06384233878565385
Photo,Ours,1.1,0.1,0.41712962272115617,0.07517949302803492
Photo,Ours,1.2,0.01,0.010281561619369597,0.04919187963844742
Photo,Ours,1.2,0.05,0.10421726745361573,0.06986596312477097
Photo,Ours,1.2,0.1,0.41376012493118725,0.06496840491949939
Photo,Ours,1.5,0.01,0.02280144828956629,0.025359864548781825
Photo,Ours,1.5,0.05,0.1044295687537298,0.06627166005573895
Photo,Ours,1.5,0.1,0.3369582075870225,0.07557304821279573
Photo,Ours,2.0,0.01,-0.005700217015494396,0.04506637757230557
Photo,Ours,2.0,0.05,0.11602965406021448,0.04135872780691697
Photo,Ours,2.0,0.1,0.2753859659662166,0.06718813903918193
Photo,Ours_Adaptive,0.8,0.01,0.04036594227464918,0.06253324316588886
Photo,Ours_Adaptive,0.8,0.05,0.05634173639268012,0.04930994230232776
Photo,Ours_Adaptive,0.8,0.1,0.13216144793670276,0.055810091025084545
Photo,Ours_Adaptive,0.9,0.01,0.0016162134973248996,0.03066722143982213
Photo,Ours_Adaptive,0.9,0.05,0.09787189052020781,0.06871263969746585
Photo,Ours_Adaptive,0.9,0.1,0.2504517800275541,0.05158049676683877
Photo,Ours_Adaptive,1.0,0.01,-0.020399657813826213,0.0726466047205234
Photo,Ours_Adaptive,1.0,0.05,0.11441010638304691,0.06569148174942957
Photo,Ours_Adaptive,1.0,0.1,0.3587662235368489,0.05887579292245896
Photo,Ours_Adaptive,1.1,0.01,0.03855258612421621,0.04472724032708245
Photo,Ours_Adaptive,1.1,0.05,0.14310329060088273,0.07191224696176844
Photo,Ours_Adaptive,1.1,0.1,0.43823486317023946,0.059709049073985894
Photo,Ours_Adaptive,1.2,0.01,-0.01712105473950688,0.06532494537457813
Photo,Ours_Adaptive,1.2,0.05,0.10249699911539148,0.05091394940839804
Photo,Ours_Adaptive,1.2,0.1,0.4165494542934763,0.08028987092509551
Photo,Ours_Adaptive,1.5,0.01,0.02352570226612374,0.009996548475422307
Photo,Ours_Adaptive,1.5,0.05,0.10852420799804499,0.048649062299194024
Photo,Ours_Adaptive,1.5,0.1,0.3338355566452769,0.08149200940159473
Photo,Ours_Adaptive,2.0,0.01,0.014762643740314718,0.01102530527267785
Photo,Ours_Adaptive,2.0,0.05,0.11052048420406971,0.02199294189332861
Photo,Ours_Adaptive,2.0,0.1,0.2846924275068512,0.045705884752528445
Photo,PageRank,0.8,0.01,0.4271586930959053,0.037915047230447356
Photo,PageRank,0.8,0.05,0.4732443229401242,0.04256780803775082
Photo,PageRank,0.8,0.1,0.4724194864677248,0.04649714943767231
Photo,PageRank,0.9,0.01,0.5906479468162703,0.04529444878561988
Photo,PageRank,0.9,0.05,0.6369401459368637,0.04622499885721588
Photo,PageRank,0.9,0.1,0.6401217202787882,0.0463211094429254
Photo,PageRank,1.0,0.01,0.7383748992212492,0.029167462395295454
Photo,PageRank,1.0,0.05,0.7796793328325134,0.027673234616612814
Photo,PageRank,1.0,0.1,0.7821784859440981,0.031500147998113445
Photo,PageRank,1.1,0.01,0.8406252202179625,0.01991872612224688
Photo,PageRank,1.1,0.05,0.8718140424620922,0.01841461491027785
Photo,PageRank,1.1,0.1,0.8756369830118874,0.02047419165798561
Photo,PageRank,1.2,0.01,0.8911132290811432,0.0118329838141034
Photo,PageRank,1.2,0.05,0.9184280433304224,0.010982066834589566
Photo,PageRank,1.2,0.1,0.9216457549968272,0.01150083011525977
Photo,PageRank,1.5,0.01,0.9376453737140933,0.0063198744324432865
Photo,PageRank,1.5,0.05,0.9666017531865855,0.005631747628587296
Photo,PageRank,1.5,0.1,0.9694944037820392,0.005468044150519642
Photo,PageRank,2.0,0.01,0.8885598375702438,0.005426768749852945
Photo,PageRank,2.0,0.05,0.9847999708051466,0.002495387403699881
Photo,PageRank,2.0,0.1,0.9875155131676902,0.002055557952854201
Photo,PageRank_Adaptive,0.8,0.01,0.4269160853417235,0.04058757437055154
Photo,PageRank_Adaptive,0.8,0.05,0.4725681563145477,0.042543033179704495
Photo,PageRank_Adaptive,0.8,0.1,0.47156439769037795,0.04574410587239419
Photo,PageRank_Adaptive,0.9,0.01,0.5924095125727291,0.04128248337507269
Photo,PageRank_Adaptive,0.9,0.05,0.636316290587698,0.04565813302879382
Photo,PageRank_Adaptive,0.9,0.1,0.640267857998943,0.046887555459120135
Photo,PageRank_Adaptive,1.0,0.01,0.7409397341323967,0.02807365779682288
Photo,PageRank_Adaptive,1.0,0.05,0.7800544679822756,0.028235697069288863
Photo,PageRank_Adaptive,1.0,0.1,0.7827814719920154,0.0309382047133914
Photo,PageRank_Adaptive,1.1,0.01,0.8403398684972977,0.02142531242345717
Photo,PageRank_Adaptive,1.1,0.05,0.8717277863977984,0.020091893222442574
Photo,PageRank_Adaptive,1.1,0.1,0.8757624159071298,0.02060061795119288
Photo,PageRank_Adaptive,1.2,0.01,0.8909130030667812,0.010647060975755124
Photo,PageRank_Adaptive,1.2,0.05,0.9178881957621249,0.011111038182852558
Photo,PageRank_Adaptive,1.2,0.1,0.9212707451708682,0.011623584150241643
Photo,PageRank_Adaptive,1.5,0.01,0.9372202378678056,0.0046879640176270086
Photo,PageRank_Adaptive,1.5,0.05,0.9668932537076396,0.005653676467865631
Photo,PageRank_Adaptive,1.5,0.1,0.9696583108043791,0.005398803046496439
Photo,PageRank_Adaptive,2.0,0.01,0.8920443851601482,0.005432138970577006
Photo,PageRank_Adaptive,2.0,0.05,0.9845819950495454,0.002214987133583506
Photo,PageRank_Adaptive,2.0,0.1,0.9873750570933654,0.002074883280586205
Physics,Betweenness,0.8,0.01,0.8617562325332841,0.011522440708802758
Physics,Betweenness,0.8,0.05,0.9481427113371126,0.008612683168565366
Physics,Betweenness,0.8,0.1,0.9536505728353839,0.008501154652545712
Physics,Betweenness,0.9,0.01,0.8068858509694911,0.030926636418022794
Physics,Betweenness,0.9,0.05,0.9758038681559565,0.0046767007218558275
Physics,Betweenness,0.9,0.1,0.97974123191359,0.004317898103905296
Physics,Betweenness,1.0,0.01,0.703229144200892,0.01501399385606658
Physics,Betweenness,1.0,0.05,0.9847828947619451,0.001422904524386634
Physics,Betweenness,1.0,0.1,0.9889499358917178,0.001665730318760378
Physics,Betweenness,1.1,0.01,0.6054355322038044,0.018626564184850522
Physics,Betweenness,1.1,0.05,0.9880944782860764,0.0012782294584387456
Physics,Betweenness,1.1,0.1,0.9928807010683762,0.0010847641768294376
Physics,Betweenness,1.2,0.01,0.5201744081216185,0.026029965394701288
Physics,Betweenness,1.2,0.05,0.9868848106153095,0.0004671982928216365
Physics,Betweenness,1.2,0.1,0.9948460133378481,0.0006640108585837978
Physics,Betweenness,1.5,0.01,0.3837938492715492,0.010229925381753449
Physics,Betweenness,1.5,0.05,0.9323070343804396,0.0058887222490779535
Physics,Betweenness,1.5,0.1,0.996873925264094,0.000462238162182099
Physics,Betweenness,2.0,0.01,0.27134583855425776,0.018384720733600406
Physics,Betweenness,2.0,0.05,0.7881427054379759,0.013146700417043413
Physics,Betweenness,2.0,0.1,0.9868058495735911,0.002308381908417311
Physics,Betweenness_Adaptive,0.8,0.01,0.8605077404591585,0.01625516245332315
Physics,Betweenness_Adaptive,0.8,0.05,0.9485259925351451,0.007922576520156042
Physics,Betweenness_Adaptive,0.8,0.1,0.953472295533139,0.00843324852321117
Physics,Betweenness_Adaptive,0.9,0.01,0.8130007689760961,0.033235463124721386
Physics,Betweenness_Adaptive,0.9,0.05,0.9752635668609674,0.00461606823274682
Physics,Betweenness_Adaptive,0.9,0.1,0.9798696302552153,0.004177158662854801
Physics,Betweenness_Adaptive,1.0,0.01,0.7062497311436031,0.01177591918345678
Physics,Betweenness_Adaptive,1.0,0.05,0.9851958556488729,0.0015669109351070327
Physics,Betweenness_Adaptive,1.0,0.1,0.9890179336573661,0.001574882256341193
Physics,Betweenness_Adaptive,1.1,0.01,0.6018559775579148,0.026654244203895738
Physics,Betweenness_Adaptive,1.1,0.05,0.9880323920341553,0.0017258780130152574
Physics,Betweenness_Adaptive,1.1,0.1,0.9928656584875947,0.0010498455723915662
Physics,Betweenness_Adaptive,1.2,0.01,0.5145189559483512,0.005927234729830255
Physics,Betweenness_Adaptive,1.2,0.05,0.9866490810373824,0.0010396134164921509
Physics,Betweenness_Adaptive,1.2,0.1,0.9947927782997341,0.000681432691206712
Physics,Betweenness_Adaptive,1.5,0.01,0.38038005675374265,0.020049837765610524
Physics,Betweenness_Adaptive,1.5,0.05,0.9350982440863602,0.00381565885982742
Physics,Betweenness_Adaptive,1.5,0.1,0.9968416744489096,0.0003423850797374388
Physics,Betweenness_Adaptive,2.0,0.01,0.27107162255137884,0.008208790744018894
Physics,Betweenness_Adaptive,2.0,0.05,0.7942835484602896,0.010648584601824527
Physics,Betweenness_Adaptive,2.0,0.1,0.986901021391645,0.0014518480861065368
Physics,Degree,0.8,0.01,0.9444262383458533,0.008555909272784129
Physics,Degree,0.8,0.05,0.9555856654826739,0.00839631502839079
Physics,Degree,0.8,0.1,0.9567715540878426,0.0075910861080032335
Physics,Degree,0.9,0.01,0.9729405440903445,0.005240624953419276
Physics,Degree,0.9,0.05,0.9805112039909387,0.00426078408451013
Physics,Degree,0.9,0.1,0.9814285168058741,0.003758935839791138
Physics,Degree,1.0,0.01,0.9821016535853213,0.0012337908223796542
Physics,Degree,1.0,0.05,0.989585707062937,0.0015578562266580056
Physics,Degree,1.0,0.1,0.9902169599386108,0.0012049797830614023
Physics,Degree,1.1,0.01,0.9834470402139713,0.0014376841629145018
Physics,Degree,1.1,0.05,0.9932475532016163,0.0010388408541875571
Physics,Degree,1.1,0.1,0.9938070777969907,0.0008342250386056809
Physics,Degree,1.2,0.01,0.9784304230652822,0.001991091538152084
Physics,Degree,1.2,0.05,0.9951248937986911,0.0006854943551728166
Physics,Degree,1.2,0.1,0.9957087919137706,0.0004956138689772484
Physics,Degree,1.5,0.01,0.7812498199413627,0.006361368970853573
Physics,Degree,1.5,0.05,0.9974779587218334,0.00034192565657437763
Physics,Degree,1.5,0.1,0.998011405344959,0.00017865720164308006
Physics,Degree,2.0,0.01,0.4237819510958271,0.020917192011658724
Physics,Degree,2.0,0.05,0.9976944681515423,0.0002708873047991287
Physics,Degree,2.0,0.1,0.9990039072352197,2.9441816034305035e-05
Physics,Degree_Adaptive,0.8,0.01,0.9442120464199031,0.00810977220611087
Physics,Degree_Adaptive,0.8,0.05,0.9558868536307047,0.0084683218121959
Physics,Degree_Adaptive,0.8,0.1,0.956802913871767,0.007650767372910034
Physics,Degree_Adaptive,0.9,0.01,0.9726011625862266,0.004294596289008619
Physics,Degree_Adaptive,0.9,0.05,0.9803736194302562,0.004409362030510531
Physics,Degree_Adaptive,0.9,0.1,0.9813916516977855,0.0037593556294147753
Physics,Degree_Adaptive,1.0,0.01,0.9822846368580432,0.0011887283265060967
Physics,Degree_Adaptive,1.0,0.05,0.9895210584915786,0.0016091573657574796
Physics,Degree_Adaptive,1.0,0.1,0.990183855614754,0.0013129505909999586
Physics,Degree_Adaptive,1.1,0.01,0.984418684753049,0.0010881274399964476
Physics,Degree_Adaptive,1.1,0.05,0.9932077155430896,0.001121384599168163
Physics,Degree_Adaptive,1.1,0.1,0.9937982249020598,0.0008099648823533539
Physics,Degree_Adaptive,1.2,0.01,0.9777942429385668,0.0008612541607437646
Physics,Degree_Adaptive,1.2,0.05,0.9951289749074885,0.000667831110057409
Physics,Degree_Adaptive,1.2,0.1,0.9957005872840246,0.0004621184702061618
Physics,Degree_Adaptive,1.5,0.01,0.786462263233961,0.006840520285395346
Physics,Degree_Adaptive,1.5,0.05,0.997449992870485,0.0003632893410458189
Physics,Degree_Adaptive,1.5,0.1,0.9980214615916229,0.0001728424039997815
Physics,Degree_Adaptive,2.0,0.01,0.41844707742888787,0.00841038659723003
Physics,Degree_Adaptive,2.0,0.05,0.9977683366587444,0.0002017451645884327
Physics,Degree_Adaptive,2.0,0.1,0.9990059659611544,3.652563553604325e-05
Physics,Ours,0.8,0.01,0.07331711703026371,0.09154834580962526
Physics,Ours,0.8,0.05,0.4387889919813481,0.06797137423234356
Physics,Ours,0.8,0.1,0.6565143028717104,0.04541353503086838
Physics,Ours,0.9,0.01,0.058656815840502266,0.04020316203507412
Physics,Ours,0.9,0.05,0.3250264903593263,0.056710452178260075
Physics,Ours,0.9,0.1,0.5336134654948177,0.04359697694066173
Physics,Ours,1.0,0.01,0.043682272965457326,0.04816378146716468
Physics,Ours,1.0,0.05,0.2798861032185966,0.08335848354441594
Physics,Ours,1.0,0.1,0.4830545314020444,0.05973868148391561
Physics,Ours,1.1,0.01,0.04425119471939841,0.029174061631812253
Physics,Ours,1.1,0.05,0.24244602376598917,0.07902793820791831
Physics,Ours,1.1,0.1,0.41711571448852763,0.03404893115473228
Physics,Ours,1.2,0.01,0.04571098352691353,0.05162339361590983
Physics,Ours,1.2,0.05,0.20448191627218804,0.058338344740210143
Physics,Ours,1.2,0.1,0.38456188188665685,0.03206628714602635
Physics,Ours,1.5,0.01,0.013632020542990004,0.027311330492119888
Physics,Ours,1.5,0.05,0.17436701266237334,0.04027976735383426
Physics,Ours,1.5,0.1,0.314411511085697,0.041616231392054254
Physics,Ours,2.0,0.01,0.03201166773070176,0.01901973159058183
Physics,Ours,2.0,0.05,0.15525846931316875,0.03868653657878075
Physics,Ours,2.0,0.1,0.25329929701857956,0.035728861566676755
Physics,Ours_Adaptive,0.8,0.01,0.12770177815121592,0.08737318360905928
Physics,Ours_Adaptive,0.8,0.05,0.42443906511293444,0.061524970740008796
Physics,Ours_Adaptive,0.8,0.1,0.6585504420801354,0.04245178859193715
Physics,Ours_Adaptive,0.9,0.01,0.04066842204511746,0.044120373035617416
Physics,Ours_Adaptive,0.9,0.05,0.3378174765841295,0.0640528851103849
Physics,Ours_Adaptive,0.9,0.1,0.5461231498875752,0.02730865779752814
Physics,Ours_Adaptive,1.0,0.01,0.03653588347873532,0.04406018261167356
Physics,Ours_Adaptive,1.0,0.05,0.28561581104488576,0.06148913800598401
Physics,Ours_Adaptive,1.0,0.1,0.4719076218961269,0.058021069159098104
Physics,Ours_Adaptive,1.1,0.01,0.032670892332333154,0.022067175491321332
Physics,Ours_Adaptive,1.1,0.05,0.2353710646909092,0.057341901195692
Physics,Ours_Adaptive,1.1,0.1,0.42588561121178514,0.056620530779457244
Physics,Ours_Adaptive,1.2,0.01,0.0285410064361315,0.06005816435583988
Physics,Ours_Adaptive,1.2,0.05,0.22737011646539124,0.06085600647240475
Physics,Ours_Adaptive,1.2,0.1,0.40686602349147394,0.06514393071212958
Physics,Ours_Adaptive,1.5,0.01,0.017294790677329492,0.024763726362488674
Physics,Ours_Adaptive,1.5,0.05,0.16482955220156265,0.03524132141305386
Physics,Ours_Adaptive,1.5,0.1,0.3170539142370091,0.04778696162963747
Physics,Ours_Adaptive,2.0,0.01,0.03152675933384413,0.0185615402501178
Physics,Ours_Adaptive,2.0,0.05,0.14988580755754793,0.03754529133762618
Physics,Ours_Adaptive,2.0,0.1,0.2635892214559171,0.036976837557433265
Physics,PageRank,0.8,0.01,0.9346975268904277,0.00858949971356511
Physics,PageRank,0.8,0.05,0.9540934981422966,0.0077720963434075325
Physics,PageRank,0.8,0.1,0.9562239368773289,0.007873020312423868
Physics,PageRank,0.9,0.01,0.9612487330978257,0.005083621491642746
Physics,PageRank,0.9,0.05,0.9798510032254096,0.00398557108005165
Physics,PageRank,0.9,0.1,0.9811930212721771,0.003908669640811036
Physics,PageRank,1.0,0.01,0.9597805574537306,0.0035316609502674765
Physics,PageRank,1.0,0.05,0.9888226867099077,0.0016025205877731377
Physics,PageRank,1.0,0.1,0.9900176281489991,0.0013543843307860402
Physics,PageRank,1.1,0.01,0.9203074626997468,0.009563199300295889
Physics,PageRank,1.1,0.05,0.9926259671017805,0.0010504952316674593
Physics,PageRank,1.1,0.1,0.9936925047392691,0.0009208453059716948
Physics,PageRank,1.2,0.01,0.8390414393890531,0.014885763434846053
Physics,PageRank,1.2,0.05,0.9945346164169276,0.0006559447455202333
Physics,PageRank,1.2,0.1,0.9955724582688225,0.0005201813541103839
Physics,PageRank,1.5,0.01,0.6166328458413183,0.03262504154547028
Physics,PageRank,1.5,0.05,0.9960641793041853,0.0004500338397034206
Physics,PageRank,1.5,0.1,0.9978872925323948,0.00021445877540812483
Physics,PageRank,2.0,0.01,0.4077251088514619,0.02021638962427469
Physics,PageRank,2.0,0.05,0.9579990083013339,0.004730354032280194
Physics,PageRank,2.0,0.1,0.998750923273257,0.00010297866353829532
Physics,PageRank_Adaptive,0.8,0.01,0.9343952119586921,0.007913121031577512
Physics,PageRank_Adaptive,0.8,0.05,0.954083893570447,0.008188527400782164
Physics,PageRank_Adaptive,0.8,0.1,0.9563359078994591,0.007791080546552066
Physics,PageRank_Adaptive,0.9,0.01,0.9614738872613344,0.005227483864574677
Physics,PageRank_Adaptive,0.9,0.05,0.979646524255888,0.004186802781011892
Physics,PageRank_Adaptive,0.9,0.1,0.9812009894610074,0.003926069682274829
Physics,PageRank_Adaptive,1.0,0.01,0.9598685265995,0.005603742765219812
Physics,PageRank_Adaptive,1.0,0.05,0.9888620458320558,0.0013671151835689043
Physics,PageRank_Adaptive,1.0,0.1,0.9900670476819495,0.0013469703685555386
Physics,PageRank_Adaptive,1.1,0.01,0.9241594575255124,0.010301044879747218
Physics,PageRank_Adaptive,1.1,0.05,0.9924778146221266,0.0011817064918986852
Physics,PageRank_Adaptive,1.1,0.1,0.9936545507165023,0.0008833963934480418
Physics,PageRank_Adaptive,1.2,0.01,0.844689366495231,0.018545174605643314
Physics,PageRank_Adaptive,1.2,0.05,0.9945116004314482,0.0006407278002931335
Physics,PageRank_Adaptive,1.2,0.1,0.9955947619754113,0.00048072568356074353
Physics,PageRank_Adaptive,1.5,0.01,0.6180315673890301,0.014937981638729272
Physics,PageRank_Adaptive,1.5,0.05,0.9961432603302061,0.0005380160917443468
Physics,PageRank_Adaptive,1.5,0.1,0.9978817289022978,0.00020234497495117575
Physics,PageRank_Adaptive,2.0,0.01,0.4062320382033702,0.02087352503603658
Physics,PageRank_Adaptive,2.0,0.05,0.9584907531841764,0.0021786394467282057
Physics,PageRank_Adaptive,2.0,0.1,0.998719174303802,9.671798064829049e-05
PubMed,Betweenness,0.8,0.01,0.261294879408673,0.023558661739672564
PubMed,Betweenness,0.8,0.05,0.44577683942996227,0.05257780785122397
PubMed,Betweenness,0.8,0.1,0.4706086425576655,0.06324171619082712
PubMed,Betweenness,0.9,0.01,0.3829497625075324,0.06582297211749324
PubMed,Betweenness,0.9,0.05,0.6424343677417251,0.06233062341547063
PubMed,Betweenness,0.9,0.1,0.6674735949638203,0.06876261227122282
PubMed,Betweenness,1.0,0.01,0.47140803292635863,0.05470386339873171
PubMed,Betweenness,1.0,0.05,0.804655849366432,0.040427999664674925
PubMed,Betweenness,1.0,0.1,0.824494186071329,0.04240819544100657
PubMed,Betweenness,1.1,0.01,0.5774561740047602,0.02553420021423803
PubMed,Betweenness,1.1,0.05,0.8922285196713491,0.018945258272217207
PubMed,Betweenness,1.1,0.1,0.9088835166857276,0.02143956392961548
PubMed,Betweenness,1.2,0.01,0.6313217027449731,0.05056158021548224
PubMed,Betweenness,1.2,0.05,0.9350469213373469,0.010790206663736717
PubMed,Betweenness,1.2,0.1,0.9499514645658168,0.012258726424818324
PubMed,Betweenness,1.5,0.01,0.7079106823482201,0.04627278248504655
PubMed,Betweenness,1.5,0.05,0.96735712386094,0.004922926805975413
PubMed,Betweenness,1.5,0.1,0.9862783197992995,0.0026141286775815333
PubMed,Betweenness,2.0,0.01,0.6541406065702805,0.050558674366998235
PubMed,Betweenness,2.0,0.05,0.9614251753124723,0.011249694767401279
PubMed,Betweenness,2.0,0.1,0.9944549180342257,0.0008330035829977198
PubMed,Betweenness_Adaptive,0.8,0.01,0.24084000354939833,0.034464185070692065
PubMed,Betweenness_Adaptive,0.8,0.05,0.44906198229674354,0.05573078209317596
PubMed,Betweenness_Adaptive,0.8,0.1,0.4699733715140317,0.06362276049176133
PubMed,Betweenness_Adaptive,0.9,0.01,0.3641145422951347,0.020184635646990662
PubMed,Betweenness_Adaptive,0.9,0.05,0.64306568106099,0.06691660935429296
PubMed,Betweenness_Adaptive,0.9,0.1,0.6697725070353787,0.0694012833277593
PubMed,Betweenness_Adaptive,1.0,0.01,0.48688038524299254,0.037646890553074866
PubMed,Betweenness_Adaptive,1.0,0.05,0.8034230472263688,0.03786394838404907
PubMed,Betweenness_Adaptive,1.0,0.1,0.8244304382204805,0.0433792006313602
PubMed,Betweenness_Adaptive,1.1,0.01,0.5529196055528304,0.05466612718493542
PubMed,Betweenness_Adaptive,1.1,0.05,0.8925370918258109,0.019474241004128232
PubMed,Betweenness_Adaptive,1.1,0.1,0.9088962627865605,0.021891421205906477
PubMed,Betweenness_Adaptive,1.2,0.01,0.625779639542066,0.03694790137857211
PubMed,Betweenness_Adaptive,1.2,0.05,0.9349173941660356,0.00963490203246245
PubMed,Betweenness_Adaptive,1.2,0.1,0.9498039386254996,0.012118882810062293
PubMed,Betweenness_Adaptive,1.5,0.01,0.696460797598451,0.04524962642996379
PubMed,Betweenness_Adaptive,1.5,0.05,0.9674456835229692,0.005344567822776068
PubMed,Betweenness_Adaptive,1.5,0.1,0.9864230960057819,0.0026380492793210185
PubMed,Betweenness_Adaptive,2.0,0.01,0.6596334276606731,0.049680054816671045
PubMed,Betweenness_Adaptive,2.0,0.05,0.9618349228124498,0.012353462494983205
PubMed,Betweenness_Adaptive,2.0,0.1,0.994624280299444,0.0005860818255994096
PubMed,Degree,0.8,0.01,0.426155346089666,0.07197246637743353
PubMed,Degree,0.8,0.05,0.47982397746628236,0.0658147615547436
PubMed,Degree,0.8,0.1,0.489927601747277,0.06406716388209421
PubMed,Degree,0.9,0.01,0.6256740818821283,0.0748280933893967
PubMed,Degree,0.9,0.05,0.6749824475443955,0.06469702218670144
PubMed,Degree,0.9,0.1,0.6835202469559131,0.06423093530698847
PubMed,Degree,1.0,0.01,0.7910972367982719,0.0514705417751712
PubMed,Degree,1.0,0.05,0.8273148495908156,0.04252698560787071
PubMed,Degree,1.0,0.1,0.8339906383842488,0.04088999016515155
PubMed,Degree,1.1,0.01,0.8829795284932228,0.025108908514604268
PubMed,Degree,1.1,0.05,0.9101422730411747,0.021231789979926263
PubMed,Degree,1.1,0.1,0.9146048461223254,0.020911037318050725
PubMed,Degree,1.2,0.01,0.9289446695659359,0.017157165419388
PubMed,Degree,1.2,0.05,0.9505923816553166,0.012466411571812296
PubMed,Degree,1.2,0.1,0.953451234612303,0.012056853476618015
PubMed,Degree,1.5,0.01,0.9627642542995387,0.003908127755148854
PubMed,Degree,1.5,0.05,0.9867781807620044,0.0028196799107764866
PubMed,Degree,1.5,0.1,0.9881239397899945,0.002707813142682
PubMed,Degree,2.0,0.01,0.9073890772214097,0.01283950427737285
PubMed,Degree,2.0,0.05,0.9954260576647563,0.000593951295148649
PubMed,Degree,2.0,0.1,0.9963942976095284,0.000559437248277501
PubMed,Degree_Adaptive,0.8,0.01,0.4226727748043622,0.06754793967864502
PubMed,Degree_Adaptive,0.8,0.05,0.4816162812764945,0.06309881124142949
PubMed,Degree_Adaptive,0.8,0.1,0.48846028609426584,0.06412812409346197
PubMed,Degree_Adaptive,0.9,0.01,0.6232326627622147,0.07602665077403788
PubMed,Degree_Adaptive,0.9,0.05,0.6749240841283554,0.06636556462950614
PubMed,Degree_Adaptive,0.9,0.1,0.6834936495345388,0.06397574109310249
PubMed,Degree_Adaptive,1.0,0.01,0.7892242528150178,0.04955687698894772
PubMed,Degree_Adaptive,1.0,0.05,0.8277205694762385,0.04192343510752139
PubMed,Degree_Adaptive,1.0,0.1,0.8336641997233579,0.04113169305087331
PubMed,Degree_Adaptive,1.1,0.01,0.8805128803165763,0.02581160628955741
PubMed,Degree_Adaptive,1.1,0.05,0.9097664496868074,0.02134398507610521
PubMed,Degree_Adaptive,1.1,0.1,0.9144007710197011,0.0211736564180284
PubMed,Degree_Adaptive,1.2,0.01,0.9270570274930019,0.016015218576725533
PubMed,Degree_Adaptive,1.2,0.05,0.9501249412639836,0.012313336491123712
PubMed,Degree_Adaptive,1.2,0.1,0.9533778252542457,0.01198681467357243
PubMed,Degree_Adaptive,1.5,0.01,0.9631814894160293,0.00430934588823052
PubMed,Degree_Adaptive,1.5,0.05,0.9866714052234264,0.0028414657414554383
PubMed,Degree_Adaptive,1.5,0.1,0.9881474581721135,0.002646892024848569
PubMed,Degree_Adaptive,2.0,0.01,0.9108425713548547,0.009896010152357472
PubMed,Degree_Adaptive,2.0,0.05,0.9954373394269208,0.0005370319457191501
PubMed,Degree_Adaptive,2.0,0.1,0.9964127622475317,0.0005410276083946163
PubMed,Ours,0.8,0.01,0.046895249874843746,0.0539081832787799
PubMed,Ours,0.8,0.05,0.09194810140451667,0.07255122913567749
PubMed,Ours,0.8,0.1,0.17465497265917965,0.06489231443093993
PubMed,Ours,0.9,0.01,0.02877730915295328,0.038524601376817645
