dataset,seed,method,beta_scale,ratio,Delta_I
Computers,0,Ours,1.0,0.1,0.14482439596292626
Computers,0,Ours_Adaptive,1.0,0.1,0.17505330338819255
Computers,0,PageRank,1.0,0.1,0.5053117210510014
Computers,0,PageRank_Adaptive,1.0,0.1,0.5033168101624432
Computers,0,Degree,1.0,0.1,0.5003036889427604
Computers,0,Degree_Adaptive,1.0,0.1,0.4996132837362245
Computers,0,Betweenness,1.0,0.1,0.45840864572796747
Computers,0,Betweenness_Adaptive,1.0,0.1,0.4547236682881877
Computers,1,Ours,1.0,0.1,0.1953997203443479
Computers,1,Ours_Adaptive,1.0,0.1,0.23376755172510427
Computers,1,PageRank,1.0,0.1,0.536204517542938
Computers,1,PageRank_Adaptive,1.0,0.1,0.5392863326434542
Computers,1,Degree,1.0,0.1,0.5347751409355728
Computers,1,Degree_Adaptive,1.0,0.1,0.535639691215737
Computers,1,Betweenness,1.0,0.1,0.5126539305061565
Computers,1,Betweenness_Adaptive,1.0,0.1,0.5115039994985011
Computers,2,Ours,1.0,0.1,0.23438681955665147
Computers,2,Ours_Adaptive,1.0,0.1,0.20716467734237407
Computers,2,PageRank,1.0,0.1,0.552970899974373
Computers,2,PageRank_Adaptive,1.0,0.1,0.55493856255856
Computers,2,Degree,1.0,0.1,0.5515215145420371
Computers,2,Degree_Adaptive,1.0,0.1,0.5477587826286464
Computers,2,Betweenness,1.0,0.1,0.5143030987185474
Computers,2,Betweenness_Adaptive,1.0,0.1,0.5127916168389658
Computers,3,Ours,1.0,0.1,0.11316039839042377
Computers,3,Ours_Adaptive,1.0,0.1,0.07168086101851523
Computers,3,PageRank,1.0,0.1,0.4332173141799781
Computers,3,PageRank_Adaptive,1.0,0.1,0.43617638628460126
Computers,3,Degree,1.0,0.1,0.43101677006836164
Computers,3,Degree_Adaptive,1.0,0.1,0.4318221979784957
Computers,3,Betweenness,1.0,0.1,0.415023272995698
Computers,3,Betweenness_Adaptive,1.0,0.1,0.41157143909512306
Computers,4,Ours,1.0,0.1,0.20875764933535634
Computers,4,Ours_Adaptive,1.0,0.1,0.19104753851217798
Computers,4,PageRank,1.0,0.1,0.5441455200110348
Computers,4,PageRank_Adaptive,1.0,0.1,0.5434405243483448
Computers,4,Degree,1.0,0.1,0.5401365996199728
Computers,4,Degree_Adaptive,1.0,0.1,0.5388350691657761
Computers,4,Betweenness,1.0,0.1,0.5127724026814896
Computers,4,Betweenness_Adaptive,1.0,0.1,0.5208433875095263
Computers,0,Ours,1.1,0.01,0.10970145672549164
Computers,0,Ours_Adaptive,1.1,0.01,0.08350559145093915
Computers,0,PageRank,1.1,0.01,0.651019622935322
Computers,0,PageRank_Adaptive,1.1,0.01,0.6535790618567088
Computers,0,Degree,1.1,0.01,0.6557728666464688
Computers,0,Degree_Adaptive,1.1,0.01,0.6597164919232996
Computers,0,Betweenness,1.1,0.01,0.5845493631841623
Computers,0,Betweenness_Adaptive,1.1,0.01,0.5909452955158245
Computers,1,Ours,1.1,0.01,0.06643471322509215
Computers,1,Ours_Adaptive,1.1,0.01,0.06772273341562021
Computers,1,PageRank,1.1,0.01,0.6773295465293326
Computers,1,PageRank_Adaptive,1.1,0.01,0.6804783616032783
Computers,1,Degree,1.1,0.01,0.6793262406859143
Computers,1,Degree_Adaptive,1.1,0.01,0.6812582709717062
Computers,1,Betweenness,1.1,0.01,0.6368008598469741
Computers,1,Betweenness_Adaptive,1.1,0.01,0.63275196173877
Computers,2,Ours,1.1,0.01,0.11806786924251499
Computers,2,Ours_Adaptive,1.1,0.01,0.0876807724645792
Computers,2,PageRank,1.1,0.01,0.6902301236696733
Computers,2,PageRank_Adaptive,1.1,0.01,0.6905095452492406
Computers,2,Degree,1.1,0.01,0.6997537425065897
Computers,2,Degree_Adaptive,1.1,0.01,0.6978676468445109
Computers,2,Betweenness,1.1,0.01,0.6299682030096748
Computers,2,Betweenness_Adaptive,1.1,0.01,0.6273835533986778
Computers,3,Ours,1.1,0.01,0.08215672353410591
Computers,3,Ours_Adaptive,1.1,0.01,0.01940442501527389
Computers,3,PageRank,1.1,0.01,0.6085904695403723
Computers,3,PageRank_Adaptive,1.1,0.01,0.6118978872937736
Computers,3,Degree,1.1,0.01,0.6124932224893858
Computers,3,Degree_Adaptive,1.1,0.01,0.6111041070329574
Computers,3,Betweenness,1.1,0.01,0.5417686039480186
Computers,3,Betweenness_Adaptive,1.1,0.01,0.5489303326732369
Computers,4,Ours,1.1,0.01,0.05990173881261671
Computers,4,Ours_Adaptive,1.1,0.01,0.0072539014202974
Computers,4,PageRank,1.1,0.01,0.6843780674858696
Computers,4,PageRank_Adaptive,1.1,0.01,0.6837326908841721
Computers,4,Degree,1.1,0.01,0.6889949924057053
Computers,4,Degree_Adaptive,1.1,0.01,0.6889949924057053
Computers,4,Betweenness,1.1,0.01,0.601574263713927
Computers,4,Betweenness_Adaptive,1.1,0.01,0.6155076963228051
Computers,0,Ours,1.1,0.05,0.198813482670283
Computers,0,Ours_Adaptive,1.1,0.05,0.21893136024782206
Computers,0,PageRank,1.1,0.05,0.6842809302386301
Computers,0,PageRank_Adaptive,1.1,0.05,0.6853522240845275
Computers,0,Degree,1.1,0.05,0.6872077635560613
Computers,0,Degree_Adaptive,1.1,0.05,0.687032172236943
Computers,0,Betweenness,1.1,0.05,0.646611922305862
Computers,0,Betweenness_Adaptive,1.1,0.05,0.642095115820457
Computers,1,Ours,1.1,0.05,0.23917526851165147
Computers,1,Ours_Adaptive,1.1,0.05,0.24645622477016926
Computers,1,PageRank,1.1,0.05,0.6929200330633906
Computers,1,PageRank_Adaptive,1.1,0.05,0.6907052935170735
Computers,1,Degree,1.1,0.05,0.6971574709243116
Computers,1,Degree_Adaptive,1.1,0.05,0.6976890084154278
Computers,1,Betweenness,1.1,0.05,0.6666360286712749
Computers,1,Betweenness_Adaptive,1.1,0.05,0.666496150384139
Computers,2,Ours,1.1,0.05,0.29120724398448616
Computers,2,Ours_Adaptive,1.1,0.05,0.26126273757263235
Computers,2,PageRank,1.1,0.05,0.7146723828148714
Computers,2,PageRank_Adaptive,1.1,0.05,0.7154894967308209
Computers,2,Degree,1.1,0.05,0.7179236360804381
Computers,2,Degree_Adaptive,1.1,0.05,0.718536666999198
Computers,2,Betweenness,1.1,0.05,0.6744639752985461
Computers,2,Betweenness_Adaptive,1.1,0.05,0.6693902156110814
Computers,3,Ours,1.1,0.05,0.1645084936266226
Computers,3,Ours_Adaptive,1.1,0.05,0.20442142799784938
Computers,3,PageRank,1.1,0.05,0.6209911385424489
Computers,3,PageRank_Adaptive,1.1,0.05,0.6205430658767962
Computers,3,Degree,1.1,0.05,0.6203017959799063
Computers,3,Degree_Adaptive,1.1,0.05,0.6175099586016078
Computers,3,Betweenness,1.1,0.05,0.6036868261632501
Computers,3,Betweenness_Adaptive,1.1,0.05,0.6028422001181978
Computers,4,Ours,1.1,0.05,0.1542923478058988
Computers,4,Ours_Adaptive,1.1,0.05,0.1639550914783224
Computers,4,PageRank,1.1,0.05,0.7114855696152576
Computers,4,PageRank_Adaptive,1.1,0.05,0.7085705127446585
Computers,4,Degree,1.1,0.05,0.7085378205180725
Computers,4,Degree_Adaptive,1.1,0.05,0.7080525990497937
Computers,4,Betweenness,1.1,0.05,0.656753907153437
Computers,4,Betweenness_Adaptive,1.1,0.05,0.6485320989409362
Computers,0,Ours,1.1,0.1,0.3273054192984862
Computers,0,Ours_Adaptive,1.1,0.1,0.3479197112796267
Computers,0,PageRank,1.1,0.1,0.683773481066828
Computers,0,PageRank_Adaptive,1.1,0.1,0.6848962505039037
Computers,0,Degree,1.1,0.1,0.6834709016152495
Computers,0,Degree_Adaptive,1.1,0.1,0.6807983724490231
Computers,0,Betweenness,1.1,0.1,0.6478305993081466
Computers,0,Betweenness_Adaptive,1.1,0.1,0.6541315423622697
Computers,1,Ours,1.1,0.1,0.28299052375376277
Computers,1,Ours_Adaptive,1.1,0.1,0.3255084373989613
Computers,1,PageRank,1.1,0.1,0.6892641509492883
Computers,1,PageRank_Adaptive,1.1,0.1,0.6886542739525924
Computers,1,Degree,1.1,0.1,0.6871148263722233
Computers,1,Degree_Adaptive,1.1,0.1,0.691066566998125
Computers,1,Betweenness,1.1,0.1,0.6730109289873462
Computers,1,Betweenness_Adaptive,1.1,0.1,0.6721266073421373
Computers,2,Ours,1.1,0.1,0.4092647595663534
Computers,2,Ours_Adaptive,1.1,0.1,0.3449851002105128
Computers,2,PageRank,1.1,0.1,0.716508116465067
Computers,2,PageRank_Adaptive,1.1,0.1,0.7166232391488542
Computers,2,Degree,1.1,0.1,0.712498531035448
Computers,2,Degree_Adaptive,1.1,0.1,0.7115518972280027
Computers,2,Betweenness,1.1,0.1,0.6871515353913993
Computers,2,Betweenness_Adaptive,1.1,0.1,0.684906939765498
Computers,3,Ours,1.1,0.1,0.275700999804968
Computers,3,Ours_Adaptive,1.1,0.1,0.26363975846167176
Computers,3,PageRank,1.1,0.1,0.6160061505409418
Computers,3,PageRank_Adaptive,1.1,0.1,0.6141648426216241
Computers,3,Degree,1.1,0.1,0.6129891540257044
Computers,3,Degree_Adaptive,1.1,0.1,0.6129503718991987
Computers,3,Betweenness,1.1,0.1,0.5965067502607495
Computers,3,Betweenness_Adaptive,1.1,0.1,0.5998420131402462
Computers,4,Ours,1.1,0.1,0.4146378876564866
Computers,4,Ours_Adaptive,1.1,0.1,0.36642485904958083
Computers,4,PageRank,1.1,0.1,0.7050118849635254
Computers,4,PageRank_Adaptive,1.1,0.1,0.7065136942341588
Computers,4,Degree,1.1,0.1,0.7030842880095696
Computers,4,Degree_Adaptive,1.1,0.1,0.7030545818921284
Computers,4,Betweenness,1.1,0.1,0.6832822584132574
Computers,4,Betweenness_Adaptive,1.1,0.1,0.6815111592044414
Computers,0,Ours,1.2,0.01,0.12372232192901993
Computers,0,Ours_Adaptive,1.2,0.01,0.06301177955731065
Computers,0,PageRank,1.2,0.01,0.7794993362869733
Computers,0,PageRank_Adaptive,1.2,0.01,0.7836793434930508
Computers,0,Degree,1.2,0.01,0.7841860110331813
Computers,0,Degree_Adaptive,1.2,0.01,0.7838535104599705
Computers,0,Betweenness,1.2,0.01,0.7186459150528566
Computers,0,Betweenness_Adaptive,1.2,0.01,0.7137666549406295
Computers,1,Ours,1.2,0.01,-0.021899860405011892
Computers,1,Ours_Adaptive,1.2,0.01,-0.10441207791449043
Computers,1,PageRank,1.2,0.01,0.7747129891273424
Computers,1,PageRank_Adaptive,1.2,0.01,0.7750500245389917
Computers,1,Degree,1.2,0.01,0.7724580233348881
Computers,1,Degree_Adaptive,1.2,0.01,0.7732657615782241
Computers,1,Betweenness,1.2,0.01,0.7223177895467376
Computers,1,Betweenness_Adaptive,1.2,0.01,0.7265472822220632
Computers,2,Ours,1.2,0.01,-0.0803907405137063
Computers,2,Ours_Adaptive,1.2,0.01,-0.0012323795382445462
Computers,2,PageRank,1.2,0.01,0.7801489474372625
Computers,2,PageRank_Adaptive,1.2,0.01,0.7845010804311325
Computers,2,Degree,1.2,0.01,0.7880174777413971
Computers,2,Degree_Adaptive,1.2,0.01,0.78713443626438
Computers,2,Betweenness,1.2,0.01,0.7145673491709389
Computers,2,Betweenness_Adaptive,1.2,0.01,0.7086068192010735
Computers,3,Ours,1.2,0.01,-0.10229224071986387
Computers,3,Ours_Adaptive,1.2,0.01,0.01904133778586228
Computers,3,PageRank,1.2,0.01,0.7301243076739257
Computers,3,PageRank_Adaptive,1.2,0.01,0.7316292367453592
Computers,3,Degree,1.2,0.01,0.7328021961686823
Computers,3,Degree_Adaptive,1.2,0.01,0.735723529072053
Computers,3,Betweenness,1.2,0.01,0.6943107066803147
Computers,3,Betweenness_Adaptive,1.2,0.01,0.6857454426618994
Computers,4,Ours,1.2,0.01,0.10634122923100926
Computers,4,Ours_Adaptive,1.2,0.01,0.11531587987748967
Computers,4,PageRank,1.2,0.01,0.8066839834072456
Computers,4,PageRank_Adaptive,1.2,0.01,0.8063057971563403
Computers,4,Degree,1.2,0.01,0.813462244673469
Computers,4,Degree_Adaptive,1.2,0.01,0.8140586152998963
Computers,4,Betweenness,1.2,0.01,0.7359681000004904
Computers,4,Betweenness_Adaptive,1.2,0.01,0.7466674254073489
Computers,0,Ours,1.2,0.05,0.2508869160450991
Computers,0,Ours_Adaptive,1.2,0.05,0.21868601467728427
Computers,0,PageRank,1.2,0.05,0.804469093198731
Computers,0,PageRank_Adaptive,1.2,0.05,0.8052414428803004
Computers,0,Degree,1.2,0.05,0.8069797959026013
Computers,0,Degree_Adaptive,1.2,0.05,0.8073701231610289
Computers,0,Betweenness,1.2,0.05,0.7729958436747753
Computers,0,Betweenness_Adaptive,1.2,0.05,0.7719250861616903
Computers,1,Ours,1.2,0.05,0.18984869091226403
Computers,1,Ours_Adaptive,1.2,0.05,0.13714224202530154
Computers,1,PageRank,1.2,0.05,0.788320699505577
Computers,1,PageRank_Adaptive,1.2,0.05,0.787622475871915
Computers,1,Degree,1.2,0.05,0.7899447895280007
Computers,1,Degree_Adaptive,1.2,0.05,0.790555015133295
Computers,1,Betweenness,1.2,0.05,0.7678431808862499
Computers,1,Betweenness_Adaptive,1.2,0.05,0.7613976729303294
Computers,2,Ours,1.2,0.05,0.21849361793800326
Computers,2,Ours_Adaptive,1.2,0.05,0.1513566908205623
Computers,2,PageRank,1.2,0.05,0.8031553785037495
Computers,2,PageRank_Adaptive,1.2,0.05,0.8021325263103641
Computers,2,Degree,1.2,0.05,0.8071627704275847
Computers,2,Degree_Adaptive,1.2,0.05,0.8064535693727057
Computers,2,Betweenness,1.2,0.05,0.7733071998927954
Computers,2,Betweenness_Adaptive,1.2,0.05,0.7752160497387061
Computers,3,Ours,1.2,0.05,0.15760407102730858
Computers,3,Ours_Adaptive,1.2,0.05,0.2131176534975447
Computers,3,PageRank,1.2,0.05,0.7415691346527266
Computers,3,PageRank_Adaptive,1.2,0.05,0.7440830442868172
Computers,3,Degree,1.2,0.05,0.7424686069071261
Computers,3,Degree_Adaptive,1.2,0.05,0.7418228319552496
Computers,3,Betweenness,1.2,0.05,0.7285698790894843
Computers,3,Betweenness_Adaptive,1.2,0.05,0.7242839726983465
Computers,4,Ours,1.2,0.05,0.2527117240062641
Computers,4,Ours_Adaptive,1.2,0.05,0.2569197730968381
Computers,4,PageRank,1.2,0.05,0.8279631275580683
Computers,4,PageRank_Adaptive,1.2,0.05,0.8267178952591288
Computers,4,Degree,1.2,0.05,0.8277676882647259
Computers,4,Degree_Adaptive,1.2,0.05,0.8285101223128655
Computers,4,Betweenness,1.2,0.05,0.7836955394496311
Computers,4,Betweenness_Adaptive,1.2,0.05,0.7840904511773651
Computers,0,Ours,1.2,0.1,0.4951592540599905
Computers,0,Ours_Adaptive,1.2,0.1,0.45913918662925135
Computers,0,PageRank,1.2,0.1,0.806644852126307
Computers,0,PageRank_Adaptive,1.2,0.1,0.8070652740636927
Computers,0,Degree,1.2,0.1,0.8057132194610703
Computers,0,Degree_Adaptive,1.2,0.1,0.8055106906208016
Computers,0,Betweenness,1.2,0.1,0.7803998761843799
Computers,0,Betweenness_Adaptive,1.2,0.1,0.781765564977738
Computers,1,Ours,1.2,0.1,0.38408276237614875
Computers,1,Ours_Adaptive,1.2,0.1,0.3781120789841178
Computers,1,PageRank,1.2,0.1,0.7869819463888797
Computers,1,PageRank_Adaptive,1.2,0.1,0.787647100658145
Computers,1,Degree,1.2,0.1,0.7851185757091532
Computers,1,Degree_Adaptive,1.2,0.1,0.785385889051237
Computers,1,Betweenness,1.2,0.1,0.7704778060827316
Computers,1,Betweenness_Adaptive,1.2,0.1,0.7711013882101678
Computers,2,Ours,1.2,0.1,0.37962272272229436
Computers,2,Ours_Adaptive,1.2,0.1,0.4018076481009273
Computers,2,PageRank,1.2,0.1,0.806422240111963
Computers,2,PageRank_Adaptive,1.2,0.1,0.8060324370119545
Computers,2,Degree,1.2,0.1,0.8021375837545341
Computers,2,Degree_Adaptive,1.2,0.1,0.8026655127356324
Computers,2,Betweenness,1.2,0.1,0.7834013531149749
Computers,2,Betweenness_Adaptive,1.2,0.1,0.7813627230878177
Computers,3,Ours,1.2,0.1,0.41073395071287777
Computers,3,Ours_Adaptive,1.2,0.1,0.33085758440490487
Computers,3,PageRank,1.2,0.1,0.7389724028536001
Computers,3,PageRank_Adaptive,1.2,0.1,0.741256913866992
Computers,3,Degree,1.2,0.1,0.7379467846236096
Computers,3,Degree_Adaptive,1.2,0.1,0.7381284397776563
Computers,3,Betweenness,1.2,0.1,0.7269696231719291
Computers,3,Betweenness_Adaptive,1.2,0.1,0.7285785688220572
Computers,4,Ours,1.2,0.1,0.500713976524153
Computers,4,Ours_Adaptive,1.2,0.1,0.5148141167757584
Computers,4,PageRank,1.2,0.1,0.8258013171064166
Computers,4,PageRank_Adaptive,1.2,0.1,0.8248332622098558
Computers,4,Degree,1.2,0.1,0.8243383066693365
Computers,4,Degree_Adaptive,1.2,0.1,0.8248953492471777
Computers,4,Betweenness,1.2,0.1,0.8097807672320467
Computers,4,Betweenness_Adaptive,1.2,0.1,0.8096351037993353
Computers,0,Ours,1.5,0.01,0.15039780169949718
Computers,0,Ours_Adaptive,1.5,0.01,0.1286959440600417
Computers,0,PageRank,1.5,0.01,0.9436576087656539
Computers,0,PageRank_Adaptive,1.5,0.01,0.9434886540049268
Computers,0,Degree,1.5,0.01,0.9463919174443584
Computers,0,Degree_Adaptive,1.5,0.01,0.9473573732199413
Computers,0,Betweenness,1.5,0.01,0.8770968217313728
Computers,0,Betweenness_Adaptive,1.5,0.01,0.8881622678472921
Computers,1,Ours,1.5,0.01,0.06849450617561632
Computers,1,Ours_Adaptive,1.5,0.01,-0.008924715820773248
Computers,1,PageRank,1.5,0.01,0.940126132748501
Computers,1,PageRank_Adaptive,1.5,0.01,0.9415796686505891
Computers,1,Degree,1.5,0.01,0.9428608538962583
Computers,1,Degree_Adaptive,1.5,0.01,0.9427759776935998
Computers,1,Betweenness,1.5,0.01,0.8910724950779484
Computers,1,Betweenness_Adaptive,1.5,0.01,0.8869886872121837
Computers,2,Ours,1.5,0.01,0.025781415209631266
Computers,2,Ours_Adaptive,1.5,0.01,0.045786705236368457
Computers,2,PageRank,1.5,0.01,0.9453969541879856
Computers,2,PageRank_Adaptive,1.5,0.01,0.9449615429490031
Computers,2,Degree,1.5,0.01,0.9484785856700864
Computers,2,Degree_Adaptive,1.5,0.01,0.949258275563148
Computers,2,Betweenness,1.5,0.01,0.8769293806782229
Computers,2,Betweenness_Adaptive,1.5,0.01,0.8627363243997633
Computers,3,Ours,1.5,0.01,0.08954498067126208
Computers,3,Ours_Adaptive,1.5,0.01,0.0074480058885430045
Computers,3,PageRank,1.5,0.01,0.9278122418489629
Computers,3,PageRank_Adaptive,1.5,0.01,0.9312567923893651
Computers,3,Degree,1.5,0.01,0.9327242018124065
Computers,3,Degree_Adaptive,1.5,0.01,0.9313391732692553
Computers,3,Betweenness,1.5,0.01,0.8807597573989391
Computers,3,Betweenness_Adaptive,1.5,0.01,0.8796953069767741
Computers,4,Ours,1.5,0.01,0.10919862737269725
Computers,4,Ours_Adaptive,1.5,0.01,0.060107234777234016
Computers,4,PageRank,1.5,0.01,0.9436175050928983
Computers,4,PageRank_Adaptive,1.5,0.01,0.945245991363041
Computers,4,Degree,1.5,0.01,0.9458944713542834
Computers,4,Degree_Adaptive,1.5,0.01,0.9469910583057667
Computers,4,Betweenness,1.5,0.01,0.8693960555783817
Computers,4,Betweenness_Adaptive,1.5,0.01,0.8730352305674379
Computers,0,Ours,1.5,0.05,0.28968281944396684
Computers,0,Ours_Adaptive,1.5,0.05,0.30864938190742114
Computers,0,PageRank,1.5,0.05,0.9554311519001085
Computers,0,PageRank_Adaptive,1.5,0.05,0.9555572987718787
Computers,0,Degree,1.5,0.05,0.9560222213090542
Computers,0,Degree_Adaptive,1.5,0.05,0.9559024454914139
Computers,0,Betweenness,1.5,0.05,0.9383898563137104
Computers,0,Betweenness_Adaptive,1.5,0.05,0.9398271661253941
Computers,1,Ours,1.5,0.05,0.22513248668591002
Computers,1,Ours_Adaptive,1.5,0.05,0.2515587561218009
Computers,1,PageRank,1.5,0.05,0.9489099568767995
Computers,1,PageRank_Adaptive,1.5,0.05,0.9485364100044316
Computers,1,Degree,1.5,0.05,0.9495222171176659
Computers,1,Degree_Adaptive,1.5,0.05,0.9492149668138334
Computers,1,Betweenness,1.5,0.05,0.9353184745004888
Computers,1,Betweenness_Adaptive,1.5,0.05,0.9363675148235745
Computers,2,Ours,1.5,0.05,0.3073075629350438
Computers,2,Ours_Adaptive,1.5,0.05,0.31094466232285856
Computers,2,PageRank,1.5,0.05,0.9555681521248881
Computers,2,PageRank_Adaptive,1.5,0.05,0.9551518027819813
Computers,2,Degree,1.5,0.05,0.9562830488822825
Computers,2,Degree_Adaptive,1.5,0.05,0.9559053875363934
Computers,2,Betweenness,1.5,0.05,0.9397301274082168
Computers,2,Betweenness_Adaptive,1.5,0.05,0.937434912831349
Computers,3,Ours,1.5,0.05,0.2978763337383893
Computers,3,Ours_Adaptive,1.5,0.05,0.2679681904061743
Computers,3,PageRank,1.5,0.05,0.9376820242795851
Computers,3,PageRank_Adaptive,1.5,0.05,0.9370220491037936
Computers,3,Degree,1.5,0.05,0.9374620325543214
Computers,3,Degree_Adaptive,1.5,0.05,0.9369147360670795
Computers,3,Betweenness,1.5,0.05,0.926267644889219
Computers,3,Betweenness_Adaptive,1.5,0.05,0.9264484391158095
Computers,4,Ours,1.5,0.05,0.2298162709986769
Computers,4,Ours_Adaptive,1.5,0.05,0.28630398891996656
Computers,4,PageRank,1.5,0.05,0.9547158771050444
Computers,4,PageRank_Adaptive,1.5,0.05,0.9547118785786739
Computers,4,Degree,1.5,0.05,0.9550658954765942
Computers,4,Degree_Adaptive,1.5,0.05,0.9549590716878745
Computers,4,Betweenness,1.5,0.05,0.9326408127186869
Computers,4,Betweenness_Adaptive,1.5,0.05,0.9328623731693649
Computers,0,Ours,1.5,0.1,0.5409680687344464
Computers,0,Ours_Adaptive,1.5,0.1,0.5719692672623692
Computers,0,PageRank,1.5,0.1,0.9570687356631845
Computers,0,PageRank_Adaptive,1.5,0.1,0.9567635491309395
Computers,0,Degree,1.5,0.1,0.956247621666046
Computers,0,Degree_Adaptive,1.5,0.1,0.9564372732967983
Computers,0,Betweenness,1.5,0.1,0.9472593171851115
Computers,0,Betweenness_Adaptive,1.5,0.1,0.9476170691249397
Computers,1,Ours,1.5,0.1,0.4736079784026414
Computers,1,Ours_Adaptive,1.5,0.1,0.42472537209286815
Computers,1,PageRank,1.5,0.1,0.9493088751151348
Computers,1,PageRank_Adaptive,1.5,0.1,0.9497729605851354
Computers,1,Degree,1.5,0.1,0.9490019541624662
Computers,1,Degree_Adaptive,1.5,0.1,0.9489782894560923
Computers,1,Betweenness,1.5,0.1,0.9417973886419297
Computers,1,Betweenness_Adaptive,1.5,0.1,0.9437972621105921
Computers,2,Ours,1.5,0.1,0.4903133214541606
Computers,2,Ours_Adaptive,1.5,0.1,0.48328993412104343
Computers,2,PageRank,1.5,0.1,0.9573296488489645
Computers,2,PageRank_Adaptive,1.5,0.1,0.9572295236520414
Computers,2,Degree,1.5,0.1,0.9560613056614918
Computers,2,Degree_Adaptive,1.5,0.1,0.9557222948045184
Computers,2,Betweenness,1.5,0.1,0.9478224431337348
Computers,2,Betweenness_Adaptive,1.5,0.1,0.9486607336033348
Computers,3,Ours,1.5,0.1,0.4613195665226185
Computers,3,Ours_Adaptive,1.5,0.1,0.49186270691471445
Computers,3,PageRank,1.5,0.1,0.9377974259231067
Computers,3,PageRank_Adaptive,1.5,0.1,0.9380900423170674
Computers,3,Degree,1.5,0.1,0.9367577485224517
Computers,3,Degree_Adaptive,1.5,0.1,0.937699580880856
Computers,3,Betweenness,1.5,0.1,0.9329783443150091
Computers,3,Betweenness_Adaptive,1.5,0.1,0.9320666988911692
Computers,4,Ours,1.5,0.1,0.5134802222118959
Computers,4,Ours_Adaptive,1.5,0.1,0.5416891698474489
Computers,4,PageRank,1.5,0.1,0.9550382754763815
Computers,4,PageRank_Adaptive,1.5,0.1,0.9551793444365647
Computers,4,Degree,1.5,0.1,0.9545861959652445
Computers,4,Degree_Adaptive,1.5,0.1,0.9544335973304311
Computers,4,Betweenness,1.5,0.1,0.9488728930549225
Computers,4,Betweenness_Adaptive,1.5,0.1,0.9485445428889785
Computers,0,Ours,2.0,0.01,0.038248125047423025
Computers,0,Ours_Adaptive,2.0,0.01,-0.019270702261735273
Computers,0,PageRank,2.0,0.01,0.9726740589409408
Computers,0,PageRank_Adaptive,2.0,0.01,0.9719236990917912
Computers,0,Degree,2.0,0.01,0.9790995194233761
Computers,0,Degree_Adaptive,2.0,0.01,0.9782876381349818
Computers,0,Betweenness,2.0,0.01,0.7232375961541612
Computers,0,Betweenness_Adaptive,2.0,0.01,0.7450119456279193
Computers,1,Ours,2.0,0.01,0.009095383041542225
Computers,1,Ours_Adaptive,2.0,0.01,0.058696430723127024
Computers,1,PageRank,2.0,0.01,0.973854033924063
Computers,1,PageRank_Adaptive,2.0,0.01,0.9744251710430911
Computers,1,Degree,2.0,0.01,0.9794853331838141
Computers,1,Degree_Adaptive,2.0,0.01,0.979777205794616
Computers,1,Betweenness,2.0,0.01,0.7851653864446642
Computers,1,Betweenness_Adaptive,2.0,0.01,0.7755898585131752
Computers,2,Ours,2.0,0.01,0.006937566732819507
Computers,2,Ours_Adaptive,2.0,0.01,0.0035145496206548644
Computers,2,PageRank,2.0,0.01,0.9717360660847898
Computers,2,PageRank_Adaptive,2.0,0.01,0.9725578507802879
Computers,2,Degree,2.0,0.01,0.9808306074714331
Computers,2,Degree_Adaptive,2.0,0.01,0.980368993418243
Computers,2,Betweenness,2.0,0.01,0.7272425550819716
Computers,2,Betweenness_Adaptive,2.0,0.01,0.7529272821786339
Computers,3,Ours,2.0,0.01,0.039633724497369405
Computers,3,Ours_Adaptive,2.0,0.01,0.017656389991247006
Computers,3,PageRank,2.0,0.01,0.9730092397559493
Computers,3,PageRank_Adaptive,2.0,0.01,0.9746527701364324
Computers,3,Degree,2.0,0.01,0.9761466412935268
Computers,3,Degree_Adaptive,2.0,0.01,0.9774201052307221
Computers,3,Betweenness,2.0,0.01,0.7748389617173401
Computers,3,Betweenness_Adaptive,2.0,0.01,0.7847795362255371
Computers,4,Ours,2.0,0.01,0.06305167638232835
Computers,4,Ours_Adaptive,2.0,0.01,0.057636299846078015
Computers,4,PageRank,2.0,0.01,0.9727307336788514
Computers,4,PageRank_Adaptive,2.0,0.01,0.9754368895823653
Computers,4,Degree,2.0,0.01,0.979545669893401
Computers,4,Degree_Adaptive,2.0,0.01,0.9793914118558659
Computers,4,Betweenness,2.0,0.01,0.7155382997704903
Computers,4,Betweenness_Adaptive,2.0,0.01,0.7332725086532524
Computers,0,Ours,2.0,0.05,0.1969078475414725
Computers,0,Ours_Adaptive,2.0,0.05,0.1548072871919112
Computers,0,PageRank,2.0,0.05,0.9858087106971823
Computers,0,PageRank_Adaptive,2.0,0.05,0.9856342854118991
Computers,0,Degree,2.0,0.05,0.9858606848154812
Computers,0,Degree_Adaptive,2.0,0.05,0.985968047497972
Computers,0,Betweenness,2.0,0.05,0.9544322853406738
Computers,0,Betweenness_Adaptive,2.0,0.05,0.9549734509693728
Computers,1,Ours,2.0,0.05,0.18976504529030874
Computers,1,Ours_Adaptive,2.0,0.05,0.13965215448082435
Computers,1,PageRank,2.0,0.05,0.984674037653782
Computers,1,PageRank_Adaptive,2.0,0.05,0.98476000654102
Computers,1,Degree,2.0,0.05,0.9850926682251648
Computers,1,Degree_Adaptive,2.0,0.05,0.9853168966058756
Computers,1,Betweenness,2.0,0.05,0.9564806572582255
