dataset,seed,method,beta_scale,ratio,Delta_I
Cora,1,PageRank_Adaptive,1.1,0.1,0.5072242845008847
Cora,1,Degree,1.1,0.1,0.5032393181012845
Cora,1,Degree_Adaptive,1.1,0.1,0.502681692972554
Cora,1,Betweenness,1.1,0.1,0.43433789079395135
Cora,1,Betweenness_Adaptive,1.1,0.1,0.43060507056407954
Cora,2,Ours,1.1,0.1,0.07473419394715662
Cora,2,Ours_Adaptive,1.1,0.1,0.09315528369168966
Cora,2,PageRank,1.1,0.1,0.4898295532505619
Cora,2,PageRank_Adaptive,1.1,0.1,0.48848873313170765
Cora,2,Degree,1.1,0.1,0.4867117860387101
Cora,2,Degree_Adaptive,1.1,0.1,0.4822604074183206
Cora,2,Betweenness,1.1,0.1,0.4568841627725836
Cora,2,Betweenness_Adaptive,1.1,0.1,0.45891606848265165
Cora,3,Ours,1.1,0.1,0.126665857309168
Cora,3,Ours_Adaptive,1.1,0.1,0.12850912522437977
Cora,3,PageRank,1.1,0.1,0.611656889069295
Cora,3,PageRank_Adaptive,1.1,0.1,0.6125611337069462
Cora,3,Degree,1.1,0.1,0.6078077159169687
Cora,3,Degree_Adaptive,1.1,0.1,0.6088381342249897
Cora,3,Betweenness,1.1,0.1,0.5626091528487077
Cora,3,Betweenness_Adaptive,1.1,0.1,0.5674495212031926
Cora,4,Ours,1.1,0.1,0.03255267044527535
Cora,4,Ours_Adaptive,1.1,0.1,0.03490329509570745
Cora,4,PageRank,1.1,0.1,0.4693253413406207
Cora,4,PageRank_Adaptive,1.1,0.1,0.4663981483797054
Cora,4,Degree,1.1,0.1,0.4775452964092249
Cora,4,Degree_Adaptive,1.1,0.1,0.4788903010800012
Cora,4,Betweenness,1.1,0.1,0.4399299991165158
Cora,4,Betweenness_Adaptive,1.1,0.1,0.4464308550252676
Cora,0,Ours,1.2,0.01,0.07933850024426636
Cora,0,Ours_Adaptive,1.2,0.01,0.07038981131621098
Cora,0,PageRank,1.2,0.01,0.5386959107968359
Cora,0,PageRank_Adaptive,1.2,0.01,0.5502567892674737
Cora,0,Degree,1.2,0.01,0.558170947683615
Cora,0,Degree_Adaptive,1.2,0.01,0.5513947728305789
Cora,0,Betweenness,1.2,0.01,0.4957370312896113
Cora,0,Betweenness_Adaptive,1.2,0.01,0.5059788833575587
Cora,1,Ours,1.2,0.01,0.003785919017089081
Cora,1,Ours_Adaptive,1.2,0.01,0.01106313414961109
Cora,1,PageRank,1.2,0.01,0.481154598075933
Cora,1,PageRank_Adaptive,1.2,0.01,0.475273420132099
Cora,1,Degree,1.2,0.01,0.4807723215095838
Cora,1,Degree_Adaptive,1.2,0.01,0.4834188515843092
Cora,1,Betweenness,1.2,0.01,0.4657851197160469
Cora,1,Betweenness_Adaptive,1.2,0.01,0.4694088758228537
Cora,2,Ours,1.2,0.01,0.05662392620142059
Cora,2,Ours_Adaptive,1.2,0.01,-0.04505561608746464
Cora,2,PageRank,1.2,0.01,0.4785344462859461
Cora,2,PageRank_Adaptive,1.2,0.01,0.4771870122999156
Cora,2,Degree,1.2,0.01,0.48078016959599684
Cora,2,Degree_Adaptive,1.2,0.01,0.46688876683525443
Cora,2,Betweenness,1.2,0.01,0.46836452786757354
Cora,2,Betweenness_Adaptive,1.2,0.01,0.46509218818721393
Cora,3,Ours,1.2,0.01,0.026513907836467437
Cora,3,Ours_Adaptive,1.2,0.01,-0.005943434313735933
Cora,3,PageRank,1.2,0.01,0.5874008226676515
Cora,3,PageRank_Adaptive,1.2,0.01,0.5904301746016705
Cora,3,Degree,1.2,0.01,0.5889635835859945
Cora,3,Degree_Adaptive,1.2,0.01,0.5855255095656398
Cora,3,Betweenness,1.2,0.01,0.5593445057767499
Cora,3,Betweenness_Adaptive,1.2,0.01,0.5648347052722497
Cora,4,Ours,1.2,0.01,0.038316212159467206
Cora,4,Ours_Adaptive,1.2,0.01,-0.014334056970341425
Cora,4,PageRank,1.2,0.01,0.48575320729666266
Cora,4,PageRank_Adaptive,1.2,0.01,0.48972912622967496
Cora,4,Degree,1.2,0.01,0.49113415021352147
Cora,4,Degree_Adaptive,1.2,0.01,0.48073099390759433
Cora,4,Betweenness,1.2,0.01,0.4571267117633266
Cora,4,Betweenness_Adaptive,1.2,0.01,0.4686918135431073
Cora,0,Ours,1.2,0.05,0.24772696786790632
Cora,0,Ours_Adaptive,1.2,0.05,0.2528079501715345
Cora,0,PageRank,1.2,0.05,0.6132344256488806
Cora,0,PageRank_Adaptive,1.2,0.05,0.611447290960172
Cora,0,Degree,1.2,0.05,0.6198421766019309
Cora,0,Degree_Adaptive,1.2,0.05,0.6137356804138157
Cora,0,Betweenness,1.2,0.05,0.5627759424182974
Cora,0,Betweenness_Adaptive,1.2,0.05,0.568418359230614
Cora,1,Ours,1.2,0.05,0.04976739576118514
Cora,1,Ours_Adaptive,1.2,0.05,0.0635396841112493
Cora,1,PageRank,1.2,0.05,0.5622371568397924
Cora,1,PageRank_Adaptive,1.2,0.05,0.5628033341306096
Cora,1,Degree,1.2,0.05,0.5630109560908215
Cora,1,Degree_Adaptive,1.2,0.05,0.5595557865413544
Cora,1,Betweenness,1.2,0.05,0.5015892270551516
Cora,1,Betweenness_Adaptive,1.2,0.05,0.5060723695907362
Cora,2,Ours,1.2,0.05,0.13030868270580617
Cora,2,Ours_Adaptive,1.2,0.05,0.07260840473278868
Cora,2,PageRank,1.2,0.05,0.5400583461896612
Cora,2,PageRank_Adaptive,1.2,0.05,0.5428842498552229
Cora,2,Degree,1.2,0.05,0.5460547759190236
Cora,2,Degree_Adaptive,1.2,0.05,0.5450898332039537
Cora,2,Betweenness,1.2,0.05,0.49975967989270226
Cora,2,Betweenness_Adaptive,1.2,0.05,0.4960075156179956
Cora,3,Ours,1.2,0.05,0.07413486716908639
Cora,3,Ours_Adaptive,1.2,0.05,0.07560299782671762
Cora,3,PageRank,1.2,0.05,0.6569966193505429
Cora,3,PageRank_Adaptive,1.2,0.05,0.656134357963191
Cora,3,Degree,1.2,0.05,0.6564907934181076
Cora,3,Degree_Adaptive,1.2,0.05,0.6538494788916347
Cora,3,Betweenness,1.2,0.05,0.618165319638986
Cora,3,Betweenness_Adaptive,1.2,0.05,0.6108752915459209
Cora,4,Ours,1.2,0.05,0.08826006579142097
Cora,4,Ours_Adaptive,1.2,0.05,0.07024507541062022
Cora,4,PageRank,1.2,0.05,0.5681696744440536
Cora,4,PageRank_Adaptive,1.2,0.05,0.5659728563094288
Cora,4,Degree,1.2,0.05,0.5656593179002893
Cora,4,Degree_Adaptive,1.2,0.05,0.5672167635927472
Cora,4,Betweenness,1.2,0.05,0.530692612833963
Cora,4,Betweenness_Adaptive,1.2,0.05,0.5266268598683889
Cora,0,Ours,1.2,0.1,0.29435116253773086
Cora,0,Ours_Adaptive,1.2,0.1,0.26406441417030796
Cora,0,PageRank,1.2,0.1,0.628756789484931
Cora,0,PageRank_Adaptive,1.2,0.1,0.6289804835484604
Cora,0,Degree,1.2,0.1,0.6363719378019917
Cora,0,Degree_Adaptive,1.2,0.1,0.633593209410203
Cora,0,Betweenness,1.2,0.1,0.6011638145319153
Cora,0,Betweenness_Adaptive,1.2,0.1,0.5998561776416617
Cora,1,Ours,1.2,0.1,0.07635384913479903
Cora,1,Ours_Adaptive,1.2,0.1,0.10521095459666814
Cora,1,PageRank,1.2,0.1,0.5865319101709779
Cora,1,PageRank_Adaptive,1.2,0.1,0.5869455207809461
Cora,1,Degree,1.2,0.1,0.5876404750785504
Cora,1,Degree_Adaptive,1.2,0.1,0.5856622219793229
Cora,1,Betweenness,1.2,0.1,0.5151884185243025
Cora,1,Betweenness_Adaptive,1.2,0.1,0.5163966077586151
Cora,2,Ours,1.2,0.1,0.10167454435457945
Cora,2,Ours_Adaptive,1.2,0.1,0.09699704948060696
Cora,2,PageRank,1.2,0.1,0.5499746659119092
Cora,2,PageRank_Adaptive,1.2,0.1,0.547449402845247
Cora,2,Degree,1.2,0.1,0.5451809986444343
Cora,2,Degree_Adaptive,1.2,0.1,0.5449972517147981
Cora,2,Betweenness,1.2,0.1,0.5275186783926437
Cora,2,Betweenness_Adaptive,1.2,0.1,0.5229827541867694
Cora,3,Ours,1.2,0.1,0.15999945168385982
Cora,3,Ours_Adaptive,1.2,0.1,0.19311336491223347
Cora,3,PageRank,1.2,0.1,0.6780184797998372
Cora,3,PageRank_Adaptive,1.2,0.1,0.6773773380756283
Cora,3,Degree,1.2,0.1,0.6735184175096531
Cora,3,Degree_Adaptive,1.2,0.1,0.6765601131314816
Cora,3,Betweenness,1.2,0.1,0.6337132519672476
Cora,3,Betweenness_Adaptive,1.2,0.1,0.639717355643369
Cora,4,Ours,1.2,0.1,0.07231651519369457
Cora,4,Ours_Adaptive,1.2,0.1,0.07797221079004135
Cora,4,PageRank,1.2,0.1,0.5666596584118757
Cora,4,PageRank_Adaptive,1.2,0.1,0.5728809235678571
Cora,4,Degree,1.2,0.1,0.578422122065854
Cora,4,Degree_Adaptive,1.2,0.1,0.5758851276349656
Cora,4,Betweenness,1.2,0.1,0.5390093775972635
Cora,4,Betweenness_Adaptive,1.2,0.1,0.5382589989627754
Cora,0,Ours,1.5,0.01,0.00290929986485196
Cora,0,Ours_Adaptive,1.5,0.01,-0.06654202642728987
Cora,0,PageRank,1.5,0.01,0.7293278353318693
Cora,0,PageRank_Adaptive,1.5,0.01,0.7367432443263761
Cora,0,Degree,1.5,0.01,0.7290236134244023
Cora,0,Degree_Adaptive,1.5,0.01,0.7311278149510487
Cora,0,Betweenness,1.5,0.01,0.6865212777687073
Cora,0,Betweenness_Adaptive,1.5,0.01,0.6800945899734681
Cora,1,Ours,1.5,0.01,0.032748157032163605
Cora,1,Ours_Adaptive,1.5,0.01,-0.006475740381912242
Cora,1,PageRank,1.5,0.01,0.6874099018547755
Cora,1,PageRank_Adaptive,1.5,0.01,0.687925366347341
Cora,1,Degree,1.5,0.01,0.684675076352553
Cora,1,Degree_Adaptive,1.5,0.01,0.6876676341010582
Cora,1,Betweenness,1.5,0.01,0.6674318923647176
Cora,1,Betweenness_Adaptive,1.5,0.01,0.6669979996942081
Cora,2,Ours,1.5,0.01,-0.016488003896601426
Cora,2,Ours_Adaptive,1.5,0.01,-0.06169283878914349
Cora,2,PageRank,1.5,0.01,0.6781866037589762
Cora,2,PageRank_Adaptive,1.5,0.01,0.6916960719566294
Cora,2,Degree,1.5,0.01,0.6844577053447604
Cora,2,Degree_Adaptive,1.5,0.01,0.6851992751980921
Cora,2,Betweenness,1.5,0.01,0.6665471812784205
Cora,2,Betweenness_Adaptive,1.5,0.01,0.663903323540455
Cora,3,Ours,1.5,0.01,-0.04373287522247299
Cora,3,Ours_Adaptive,1.5,0.01,-0.020012266123508187
Cora,3,PageRank,1.5,0.01,0.7562146697609095
Cora,3,PageRank_Adaptive,1.5,0.01,0.7553724496907616
Cora,3,Degree,1.5,0.01,0.7524996716432701
Cora,3,Degree_Adaptive,1.5,0.01,0.7542764098734456
Cora,3,Betweenness,1.5,0.01,0.7305469074689452
Cora,3,Betweenness_Adaptive,1.5,0.01,0.7246132699798726
Cora,4,Ours,1.5,0.01,0.020546917013473758
Cora,4,Ours_Adaptive,1.5,0.01,0.02511934836844979
Cora,4,PageRank,1.5,0.01,0.7063791243640603
Cora,4,PageRank_Adaptive,1.5,0.01,0.701574045401149
Cora,4,Degree,1.5,0.01,0.7038004456244334
Cora,4,Degree_Adaptive,1.5,0.01,0.7043640912505815
Cora,4,Betweenness,1.5,0.01,0.6785901139821788
Cora,4,Betweenness_Adaptive,1.5,0.01,0.6755583837203223
Cora,0,Ours,1.5,0.05,0.31532814571557066
Cora,0,Ours_Adaptive,1.5,0.05,0.31613988590720443
Cora,0,PageRank,1.5,0.05,0.786208131120665
Cora,0,PageRank_Adaptive,1.5,0.05,0.787153544139574
Cora,0,Degree,1.5,0.05,0.7843272147624882
Cora,0,Degree_Adaptive,1.5,0.05,0.7876011066857597
Cora,0,Betweenness,1.5,0.05,0.75026954703958
Cora,0,Betweenness_Adaptive,1.5,0.05,0.7524571180644912
Cora,1,Ours,1.5,0.05,0.10822737341572997
Cora,1,Ours_Adaptive,1.5,0.05,0.14392642577083942
Cora,1,PageRank,1.5,0.05,0.7603603456284382
Cora,1,PageRank_Adaptive,1.5,0.05,0.7633442388455391
Cora,1,Degree,1.5,0.05,0.7621100360197332
Cora,1,Degree_Adaptive,1.5,0.05,0.7636178544007151
Cora,1,Betweenness,1.5,0.05,0.7170288560333512
Cora,1,Betweenness_Adaptive,1.5,0.05,0.7153641577122318
Cora,2,Ours,1.5,0.05,0.1431275496427626
Cora,2,Ours_Adaptive,1.5,0.05,0.12570900725211423
Cora,2,PageRank,1.5,0.05,0.7519603626633329
Cora,2,PageRank_Adaptive,1.5,0.05,0.7487739842502604
Cora,2,Degree,1.5,0.05,0.7472673814136447
Cora,2,Degree_Adaptive,1.5,0.05,0.746557373180297
Cora,2,Betweenness,1.5,0.05,0.7133539742120896
Cora,2,Betweenness_Adaptive,1.5,0.05,0.7100458447604964
Cora,3,Ours,1.5,0.05,0.13653280655369093
Cora,3,Ours_Adaptive,1.5,0.05,0.13415204266420858
Cora,3,PageRank,1.5,0.05,0.8135607743867019
Cora,3,PageRank_Adaptive,1.5,0.05,0.813836623263956
Cora,3,Degree,1.5,0.05,0.8189871197660844
Cora,3,Degree_Adaptive,1.5,0.05,0.8186448981599654
Cora,3,Betweenness,1.5,0.05,0.7820271863052282
Cora,3,Betweenness_Adaptive,1.5,0.05,0.7824708069057529
Cora,4,Ours,1.5,0.05,0.18712470980364726
Cora,4,Ours_Adaptive,1.5,0.05,0.15315793624327131
Cora,4,PageRank,1.5,0.05,0.773868617304039
Cora,4,PageRank_Adaptive,1.5,0.05,0.7747341183547003
Cora,4,Degree,1.5,0.05,0.7759946974519245
Cora,4,Degree_Adaptive,1.5,0.05,0.7717581535255572
Cora,4,Betweenness,1.5,0.05,0.7423396504585226
Cora,4,Betweenness_Adaptive,1.5,0.05,0.7446270460924131
Cora,0,Ours,1.5,0.1,0.4084493704513658
Cora,0,Ours_Adaptive,1.5,0.1,0.38203876107446516
Cora,0,PageRank,1.5,0.1,0.8042349513308379
Cora,0,PageRank_Adaptive,1.5,0.1,0.8060361026053038
Cora,0,Degree,1.5,0.1,0.8066242446556466
Cora,0,Degree_Adaptive,1.5,0.1,0.807152978418076
Cora,0,Betweenness,1.5,0.1,0.7744195518531295
Cora,0,Betweenness_Adaptive,1.5,0.1,0.7784731773650881
Cora,1,Ours,1.5,0.1,0.17273573945721551
Cora,1,Ours_Adaptive,1.5,0.1,0.20597265891819733
Cora,1,PageRank,1.5,0.1,0.7835307031200368
Cora,1,PageRank_Adaptive,1.5,0.1,0.7830180554987192
Cora,1,Degree,1.5,0.1,0.7866339444142897
Cora,1,Degree_Adaptive,1.5,0.1,0.7856521596000186
Cora,1,Betweenness,1.5,0.1,0.7306078840623474
Cora,1,Betweenness_Adaptive,1.5,0.1,0.729760043765553
Cora,2,Ours,1.5,0.1,0.17321810835028603
Cora,2,Ours_Adaptive,1.5,0.1,0.18732075415142105
Cora,2,PageRank,1.5,0.1,0.7595493411527486
Cora,2,PageRank_Adaptive,1.5,0.1,0.7606316762348995
Cora,2,Degree,1.5,0.1,0.7570310848687575
Cora,2,Degree_Adaptive,1.5,0.1,0.758046745932737
Cora,2,Betweenness,1.5,0.1,0.7390058912607705
Cora,2,Betweenness_Adaptive,1.5,0.1,0.732323835813275
Cora,3,Ours,1.5,0.1,0.3438260892444767
Cora,3,Ours_Adaptive,1.5,0.1,0.32105214420881284
Cora,3,PageRank,1.5,0.1,0.8359824464693145
Cora,3,PageRank_Adaptive,1.5,0.1,0.8360996520455076
Cora,3,Degree,1.5,0.1,0.8341299850804728
Cora,3,Degree_Adaptive,1.5,0.1,0.8319834876094955
Cora,3,Betweenness,1.5,0.1,0.8087092259726177
Cora,3,Betweenness_Adaptive,1.5,0.1,0.8047132052690007
Cora,4,Ours,1.5,0.1,0.22589781873535789
Cora,4,Ours_Adaptive,1.5,0.1,0.1559508741692149
Cora,4,PageRank,1.5,0.1,0.779141827161802
Cora,4,PageRank_Adaptive,1.5,0.1,0.7784920103828408
Cora,4,Degree,1.5,0.1,0.7867123375233857
Cora,4,Degree_Adaptive,1.5,0.1,0.784691168277787
Cora,4,Betweenness,1.5,0.1,0.7602013342519491
Cora,4,Betweenness_Adaptive,1.5,0.1,0.7585843988554701
Cora,0,Ours,2.0,0.01,0.07551708321156983
Cora,0,Ours_Adaptive,2.0,0.01,0.05906812674802807
Cora,0,PageRank,2.0,0.01,0.9196250464456492
Cora,0,PageRank_Adaptive,2.0,0.01,0.9193705410354427
Cora,0,Degree,2.0,0.01,0.9161805751657669
Cora,0,Degree_Adaptive,2.0,0.01,0.9171516492066518
Cora,0,Betweenness,2.0,0.01,0.8860970473088312
Cora,0,Betweenness_Adaptive,2.0,0.01,0.8889188451579172
Cora,1,Ours,2.0,0.01,0.020355537291168863
Cora,1,Ours_Adaptive,2.0,0.01,0.036930297550827676
Cora,1,PageRank,2.0,0.01,0.9049587313508174
Cora,1,PageRank_Adaptive,2.0,0.01,0.9018760546407874
Cora,1,Degree,2.0,0.01,0.9040269618367688
Cora,1,Degree_Adaptive,2.0,0.01,0.9014406483258113
Cora,1,Betweenness,2.0,0.01,0.8842309864941328
Cora,1,Betweenness_Adaptive,2.0,0.01,0.8840521327216511
Cora,2,Ours,2.0,0.01,0.052921207289050025
Cora,2,Ours_Adaptive,2.0,0.01,0.05190442778325397
Cora,2,PageRank,2.0,0.01,0.900283031483874
Cora,2,PageRank_Adaptive,2.0,0.01,0.9003444561088132
Cora,2,Degree,2.0,0.01,0.901511523982658
Cora,2,Degree_Adaptive,2.0,0.01,0.8987678907353738
Cora,2,Betweenness,2.0,0.01,0.8828452629594682
Cora,2,Betweenness_Adaptive,2.0,0.01,0.8849337002074009
Cora,3,Ours,2.0,0.01,0.016499421812775555
Cora,3,Ours_Adaptive,2.0,0.01,0.037169490434255346
Cora,3,PageRank,2.0,0.01,0.9174391067164047
Cora,3,PageRank_Adaptive,2.0,0.01,0.9188989195968884
Cora,3,Degree,2.0,0.01,0.9179828625208801
Cora,3,Degree_Adaptive,2.0,0.01,0.9156314860690944
Cora,3,Betweenness,2.0,0.01,0.8994480917143568
Cora,3,Betweenness_Adaptive,2.0,0.01,0.8973543563151983
Cora,4,Ours,2.0,0.01,0.07991785580124085
Cora,4,Ours_Adaptive,2.0,0.01,0.15535253804876548
Cora,4,PageRank,2.0,0.01,0.9080128802931459
Cora,4,PageRank_Adaptive,2.0,0.01,0.90915551576942
Cora,4,Degree,2.0,0.01,0.9086557882146858
Cora,4,Degree_Adaptive,2.0,0.01,0.9078023209301962
Cora,4,Betweenness,2.0,0.01,0.8838754041766299
Cora,4,Betweenness_Adaptive,2.0,0.01,0.8886849486825261
Cora,0,Ours,2.0,0.05,0.4809461795479939
Cora,0,Ours_Adaptive,2.0,0.05,0.49445500343182647
Cora,0,PageRank,2.0,0.05,0.9487124721693713
Cora,0,PageRank_Adaptive,2.0,0.05,0.9487829360512017
Cora,0,Degree,2.0,0.05,0.9491282494360962
Cora,0,Degree_Adaptive,2.0,0.05,0.9501142824797122
Cora,0,Betweenness,2.0,0.05,0.9348635810096861
Cora,0,Betweenness_Adaptive,2.0,0.05,0.9358237078610683
Cora,1,Ours,2.0,0.05,0.2505692157617194
Cora,1,Ours_Adaptive,2.0,0.05,0.2102616559722169
Cora,1,PageRank,2.0,0.05,0.9415465426368613
Cora,1,PageRank_Adaptive,2.0,0.05,0.942864851092312
Cora,1,Degree,2.0,0.05,0.9412168081401778
Cora,1,Degree_Adaptive,2.0,0.05,0.9409626173975074
Cora,1,Betweenness,2.0,0.05,0.9211731314185754
Cora,1,Betweenness_Adaptive,2.0,0.05,0.9208770440804774
Cora,2,Ours,2.0,0.05,0.18822144850530662
Cora,2,Ours_Adaptive,2.0,0.05,0.2897835122024094
Cora,2,PageRank,2.0,0.05,0.9371618897879147
Cora,2,PageRank_Adaptive,2.0,0.05,0.9359522132940563
Cora,2,Degree,2.0,0.05,0.9368759662530026
Cora,2,Degree_Adaptive,2.0,0.05,0.9361978142791729
Cora,2,Betweenness,2.0,0.05,0.9193569031108733
Cora,2,Betweenness_Adaptive,2.0,0.05,0.9175282492941835
Cora,3,Ours,2.0,0.05,0.20619707077699884
Cora,3,Ours_Adaptive,2.0,0.05,0.24192816656664354
Cora,3,PageRank,2.0,0.05,0.9527980078521819
Cora,3,PageRank_Adaptive,2.0,0.05,0.9519355423052963
Cora,3,Degree,2.0,0.05,0.9531137359804568
Cora,3,Degree_Adaptive,2.0,0.05,0.952720869729933
Cora,3,Betweenness,2.0,0.05,0.9360832531067247
Cora,3,Betweenness_Adaptive,2.0,0.05,0.936793641395343
Cora,4,Ours,2.0,0.05,0.3424884465114293
Cora,4,Ours_Adaptive,2.0,0.05,0.3529230196354855
Cora,4,PageRank,2.0,0.05,0.9448404176520475
Cora,4,PageRank_Adaptive,2.0,0.05,0.9440028582443655
Cora,4,Degree,2.0,0.05,0.9459909071141623
Cora,4,Degree_Adaptive,2.0,0.05,0.9460884170942234
Cora,4,Betweenness,2.0,0.05,0.9319814173341049
Cora,4,Betweenness_Adaptive,2.0,0.05,0.9321138256228193
Cora,0,Ours,2.0,0.1,0.582254601906118
Cora,0,Ours_Adaptive,2.0,0.1,0.5987862118532296
Cora,0,PageRank,2.0,0.1,0.956621704682611
Cora,0,PageRank_Adaptive,2.0,0.1,0.9567438263967496
Cora,0,Degree,2.0,0.1,0.957414127219095
Cora,0,Degree_Adaptive,2.0,0.1,0.9569362733738577
Cora,0,Betweenness,2.0,0.1,0.9468701103464077
Cora,0,Betweenness_Adaptive,2.0,0.1,0.9467483044642884
Cora,1,Ours,2.0,0.1,0.3826195349402279
Cora,1,Ours_Adaptive,2.0,0.1,0.4003838599747281
Cora,1,PageRank,2.0,0.1,0.9506081690549988
Cora,1,PageRank_Adaptive,2.0,0.1,0.9508531385808198
Cora,1,Degree,2.0,0.1,0.9502937259969887
Cora,1,Degree_Adaptive,2.0,0.1,0.9509020888194017
Cora,1,Betweenness,2.0,0.1,0.9317740260061036
Cora,1,Betweenness_Adaptive,2.0,0.1,0.9307287248060138
Cora,2,Ours,2.0,0.1,0.3696875483823315
Cora,2,Ours_Adaptive,2.0,0.1,0.3691520639675549
Cora,2,PageRank,2.0,0.1,0.943504569497917
Cora,2,PageRank_Adaptive,2.0,0.1,0.9428211999550808
Cora,2,Degree,2.0,0.1,0.9410636054209865
Cora,2,Degree_Adaptive,2.0,0.1,0.9418414896458972
Cora,2,Betweenness,2.0,0.1,0.9334913369880825
Cora,2,Betweenness_Adaptive,2.0,0.1,0.9332892735172128
Cora,3,Ours,2.0,0.1,0.555229805502548
Cora,3,Ours_Adaptive,2.0,0.1,0.5312075293504505
Cora,3,PageRank,2.0,0.1,0.9609056231740368
Cora,3,PageRank_Adaptive,2.0,0.1,0.9607656583165712
Cora,3,Degree,2.0,0.1,0.9596304601392766
Cora,3,Degree_Adaptive,2.0,0.1,0.9600405897216177
Cora,3,Betweenness,2.0,0.1,0.9478072910030297
Cora,3,Betweenness_Adaptive,2.0,0.1,0.9489876064128102
Cora,4,Ours,2.0,0.1,0.3773607084653413
Cora,4,Ours_Adaptive,2.0,0.1,0.3686233662979041
Cora,4,PageRank,2.0,0.1,0.9496234238436938
Cora,4,PageRank_Adaptive,2.0,0.1,0.949659940091354
Cora,4,Degree,2.0,0.1,0.9511698436322074
Cora,4,Degree_Adaptive,2.0,0.1,0.9516530704984785
Cora,4,Betweenness,2.0,0.1,0.9406294576116718
Cora,4,Betweenness_Adaptive,2.0,0.1,0.9401193848083859
CiteSeer,0,Ours,0.8,0.01,-0.013684708056566467
CiteSeer,0,Ours_Adaptive,0.8,0.01,0.07074134847557327
CiteSeer,0,PageRank,0.8,0.01,0.4872367547164747
CiteSeer,0,PageRank_Adaptive,0.8,0.01,0.4824630077915847
CiteSeer,0,Degree,0.8,0.01,0.5073780431119007
CiteSeer,0,Degree_Adaptive,0.8,0.01,0.5135577565968611
CiteSeer,0,Betweenness,0.8,0.01,0.357575902795049
CiteSeer,0,Betweenness_Adaptive,0.8,0.01,0.35670191474503304
CiteSeer,1,Ours,0.8,0.01,0.013779728746811444
CiteSeer,1,Ours_Adaptive,0.8,0.01,0.09675706423851502
CiteSeer,1,PageRank,0.8,0.01,0.4227941640013005
CiteSeer,1,PageRank_Adaptive,0.8,0.01,0.4202774887710025
CiteSeer,1,Degree,0.8,0.01,0.4127639366341714
CiteSeer,1,Degree_Adaptive,0.8,0.01,0.4177972870947668
CiteSeer,1,Betweenness,0.8,0.01,0.3459079120379989
CiteSeer,1,Betweenness_Adaptive,0.8,0.01,0.35141541870140414
CiteSeer,2,Ours,0.8,0.01,0.05186503310290874
CiteSeer,2,Ours_Adaptive,0.8,0.01,0.02920283735339734
CiteSeer,2,PageRank,0.8,0.01,0.3826558335602639
CiteSeer,2,PageRank_Adaptive,0.8,0.01,0.38935148230443767
CiteSeer,2,Degree,0.8,0.01,0.38630410370933277
CiteSeer,2,Degree_Adaptive,0.8,0.01,0.39540331866936396
CiteSeer,2,Betweenness,0.8,0.01,0.267600708548928
CiteSeer,2,Betweenness_Adaptive,0.8,0.01,0.29929275226811347
CiteSeer,3,Ours,0.8,0.01,-0.02049358437493304
CiteSeer,3,Ours_Adaptive,0.8,0.01,-0.0698958694096863
CiteSeer,3,PageRank,0.8,0.01,0.5575014715044831
CiteSeer,3,PageRank_Adaptive,0.8,0.01,0.5646256780934192
CiteSeer,3,Degree,0.8,0.01,0.5872895454077536
CiteSeer,3,Degree_Adaptive,0.8,0.01,0.5933066278881045
CiteSeer,3,Betweenness,0.8,0.01,0.38441828847492265
CiteSeer,3,Betweenness_Adaptive,0.8,0.01,0.37919192380517036
CiteSeer,4,Ours,0.8,0.01,0.00656585324158567
CiteSeer,4,Ours_Adaptive,0.8,0.01,0.06209213106058852
CiteSeer,4,PageRank,0.8,0.01,0.589522898236885
CiteSeer,4,PageRank_Adaptive,0.8,0.01,0.5961384606951107
CiteSeer,4,Degree,0.8,0.01,0.5988759348157556
CiteSeer,4,Degree_Adaptive,0.8,0.01,0.593603762435254
CiteSeer,4,Betweenness,0.8,0.01,0.4167527442425171
CiteSeer,4,Betweenness_Adaptive,0.8,0.01,0.4241545752215529
CiteSeer,0,Ours,0.8,0.05,0.09071459645276488
CiteSeer,0,Ours_Adaptive,0.8,0.05,0.13904929167715382
CiteSeer,0,PageRank,0.8,0.05,0.5512989111426738
CiteSeer,0,PageRank_Adaptive,0.8,0.05,0.5561987528623196
CiteSeer,0,Degree,0.8,0.05,0.5506598013531548
CiteSeer,0,Degree_Adaptive,0.8,0.05,0.5501982220607242
CiteSeer,0,Betweenness,0.8,0.05,0.46772472987812774
CiteSeer,0,Betweenness_Adaptive,0.8,0.05,0.4573184209530395
CiteSeer,1,Ours,0.8,0.05,0.1099988048625975
CiteSeer,1,Ours_Adaptive,0.8,0.05,0.04013656065519451
CiteSeer,1,PageRank,0.8,0.05,0.4836138462034497
CiteSeer,1,PageRank_Adaptive,0.8,0.05,0.48157347354888136
CiteSeer,1,Degree,0.8,0.05,0.47165248631763385
CiteSeer,1,Degree_Adaptive,0.8,0.05,0.46761669767301106
CiteSeer,1,Betweenness,0.8,0.05,0.39803821663244515
CiteSeer,1,Betweenness_Adaptive,0.8,0.05,0.39503766861102146
CiteSeer,2,Ours,0.8,0.05,0.01226393834983728
CiteSeer,2,Ours_Adaptive,0.8,0.05,0.036133105056505584
CiteSeer,2,PageRank,0.8,0.05,0.41359313963056793
CiteSeer,2,PageRank_Adaptive,0.8,0.05,0.4068843501715928
